container.title,created,doi,title,type,first.author,authors
Bird Conservation International,2012-03-09,10.1017/s0959270912000020,"Seabird conservation status, threats and priority actions: a global assessment",journal-article,CROXALL,"JOHN P. CROXALL, STUART H. M. BUTCHART, BEN LASCELLES, ALISON J. STATTERSFIELD, BEN SULLIVAN, ANDY SYMES, PHIL TAYLOR"
Machine Learning,2002-12-23,10.1023/a:1010933404324,NA,journal-article,Breiman,Leo Breiman
Nature,2003-08-12,10.1038/358410a0,Physiological and behavioural thermoregulation in bigeye tuna (Thunnus obesus),journal-article,Holland,"Kim N. Holland, Richard W. Brill, Randolph K. C. Chang, John R. Sibert, David A. Fournier"
Nature,2003-06-11,10.1038/423704a,Costs of migration in free-flying songbirds,journal-article,Wikelski,"Martin Wikelski, Elisa M. Tarlow, Arlo Raim, Robert H. Diehl, Ronald P. Larkin, G. Henk Visser"
Nature,2010-04-07,10.1038/nature08891,Hierarchical group dynamics in pigeon flocks,journal-article,Nagy,"Máté Nagy, Zsuzsa Ákos, Dora Biro, Tamás Vicsek"
Nature,2010-06-08,10.1038/nature09116,Environmental context explains Lévy and Brownian movement patterns of marine predators,journal-article,Humphries,"Nicolas E. Humphries, Nuno Queiroz, Jennifer R. M. Dyer, Nicolas G. Pade, Michael K. Musyl, Kurt M. Schaefer, Daniel W. Fuller, Juerg M. Brunnschweiler, Thomas K. Doyle, Jonathan D. R. Houghton, Graeme C. Hays, Catherine S. Jones, Leslie R. Noble, Victoria J. Wearmouth, Emily J. Southall, David W. Sims"
Nature Communications,2013-10-08,10.1038/ncomms3554,First evidence of a 200-day non-stop flight in a bird,journal-article,Liechti,"Felix Liechti, Willem Witvliet, Roger Weber, Erich Bächler"
Nature Communications,2015-11-03,10.1038/ncomms8197,Experimental resource pulses influence social-network dynamics and the potential for information flow in tool-using crows,journal-article,St Clair,"James J. H. St Clair, Zackory T. Burns, Elaine M. Bettaney, Michael B. Morrissey, Brian Otis, Thomas B. Ryder, Robert C. Fleischer, Richard James, Christian Rutz"
Nature,2019-07-24,10.1038/s41586-019-1444-4,Global spatial risk assessment of sharks under the footprint of fisheries,journal-article,Queiroz,"Nuno Queiroz, Nicolas E. Humphries, Ana Couto, Marisa Vedor, Ivo da Costa, Ana M. M. Sequeira, Gonzalo Mucientes, António M. Santos, Francisco J. Abascal, Debra L. Abercrombie, Katya Abrantes, David Acuña-Marrero, André S. Afonso, Pedro Afonso, Darrell Anders, Gonzalo Araujo, Randall Arauz, Pascal Bach, Adam Barnett, Diego Bernal, Michael L. Berumen, Sandra Bessudo Lion, Natalia P. A. Bezerra, Antonin V. Blaison, Barbara A. Block, Mark E. Bond, Ramón Bonfil, Russell W. Bradford, Camrin D. Braun, Edward J. Brooks, Annabelle Brooks, Judith Brown, Barry D. Bruce, Michael E. Byrne, Steven E. Campana, Aaron B. Carlisle, Demian D. Chapman, Taylor K. Chapple, John Chisholm, Christopher R. Clarke, Eric G. Clua, Jesse E. M. Cochran, Estelle C. Crochelet, Laurent Dagorn, Ryan Daly, Daniel Devia Cortés, Thomas K. Doyle, Michael Drew, Clinton A. J. Duffy, Thor Erikson, Eduardo Espinoza, Luciana C. Ferreira, Francesco Ferretti, John D. Filmalter, G. Chris Fischer, Richard Fitzpatrick, Jorge Fontes, Fabien Forget, Mark Fowler, Malcolm P. Francis, Austin J. Gallagher, Enrico Gennari, Simon D. Goldsworthy, Matthew J. Gollock, Jonathan R. Green, Johan A. Gustafson, Tristan L. Guttridge, Hector M. Guzman, Neil Hammerschlag, Luke Harman, Fábio H. V. Hazin, Matthew Heard, Alex R. Hearn, John C. Holdsworth, Bonnie J. Holmes, Lucy A. Howey, Mauricio Hoyos, Robert E. Hueter, Nigel E. Hussey, Charlie Huveneers, Dylan T. Irion, David M. P. Jacoby, Oliver J. D. Jewell, Ryan Johnson, Lance K. B. Jordan, Salvador J. Jorgensen, Warren Joyce, Clare A. Keating Daly, James T. Ketchum, A. Peter Klimley, Alison A. Kock, Pieter Koen, Felipe Ladino, Fernanda O. Lana, James S. E. Lea, Fiona Llewellyn, Warrick S. Lyon, Anna MacDonnell, Bruno C. L. Macena, Heather Marshall, Jaime D. McAllister, Rory McAuley, Michael A. Meÿer, John J. Morris, Emily R. Nelson, Yannis P. Papastamatiou, Toby A. Patterson, Cesar Peñaherrera-Palma, Julian G. Pepperell, Simon J. Pierce, Francois Poisson, Lina Maria Quintero, Andrew J. Richardson, Paul J. Rogers, Christoph A. Rohner, David R. L. Rowat, Melita Samoilys, Jayson M. Semmens, Marcus Sheaves, George Shillinger, Mahmood Shivji, Sarika Singh, Gregory B. Skomal, Malcolm J. Smale, Laurenne B. Snyders, German Soler, Marc Soria, Kilian M. Stehfest, John D. Stevens, Simon R. Thorrold, Mariana T. Tolotti, Alison Towner, Paulo Travassos, John P. Tyminski, Frederic Vandeperre, Jeremy J. Vaudo, Yuuki Y. Watanabe, Sam B. Weber, Bradley M. Wetherbee, Timothy D. White, Sean Williams, Patricia M. Zárate, Robert Harcourt, Graeme C. Hays, Mark G. Meekan, Michele Thums, Xabier Irigoien, Victor M. Eguiluz, Carlos M. Duarte, Lara L. Sousa, Samantha J. Simpson, Emily J. Southall, David W. Sims"
Scientific Reports,2018-05-23,10.1038/s41598-018-26485-3,"Temperature and the vertical movements of oceanic whitetip sharks, Carcharhinus longimanus",journal-article,Andrzejaczek,"Samantha Andrzejaczek, Adrian C. Gleiss, Lance K. B. Jordan, Charitha B. Pattiaratchi, Lucy A. Howey, Edward J. Brooks, Mark G. Meekan"
Journal of Animal Ecology,2003-03-12,10.1046/j.0021-8790.2001.00576.x,"Movements and foraging areas of naive, recently weaned southern elephant seal pups",journal-article,McConnell,"Bernie McConnell, Mike. Fedak, Harry R. Burton, G. H. Engelhard, Peter J. H. Reijnders"
Fisheries Science,2003-10-16,10.1046/j.1444-2906.2003.00713.x,Simultaneous measurement of swimming speed and tail beat activity of free-swimming rainbow trout Oncorhynchus mykiss using an acceleration data-logger,journal-article,KAWABE,"Ryo KAWABE, Takafumi KAWANO, Norihiko NAKANO, Nariharu YAMASHITA, Tomonori HIRAISHI, Yasuhiko NAITO"
Aquatic Living Resources,2008-01-23,10.1051/alr:2008006,"Use of an acceleration data logger to measure diel activity patterns in captive whitetip reef sharks,<i>Triaenodon obesus</i>",journal-article,Whitney,"Nicholas M. Whitney, Yannis P. Papastamatiou, Kim N. Holland, Christopher G. Lowe"
Marine and Freshwater Research,2006-01-17,10.1071/mf05091,"Automated acoustic tracking of aquatic animals: scales, design and deployment of listening station arrays",journal-article,Heupel,"M. R. Heupel, J. M. Semmens, A. J. Hobday"
Proceedings of the National Academy of Sciences,2009-02-22,10.1073/pnas.0808913106,The potential for behavioral thermoregulation to buffer “cold-blooded” animals against climate warming,journal-article,Kearney,"Michael Kearney, Richard Shine, Warren P. Porter"
Proceedings of the National Academy of Sciences,2013-05-21,10.1073/pnas.1304838110,"High flight costs, but low dive costs, in auks support the biomechanical hypothesis for flightlessness in penguins",journal-article,Elliott,"Kyle H. Elliott, Robert E. Ricklefs, Anthony J. Gaston, Scott A. Hatch, John R. Speakman, Gail K. Davoren"
Proceedings of the National Academy of Sciences,2016-01-26,10.1073/pnas.1510090113,Ocean-wide tracking of pelagic sharks reveals extent of overlap with longline fishing hotspots,journal-article,Queiroz,"Nuno Queiroz, Nicolas E. Humphries, Gonzalo Mucientes, Neil Hammerschlag, Fernando P. Lima, Kylie L. Scales, Peter I. Miller, Lara L. Sousa, Rui Seabra, David W. Sims"
Proceedings of the National Academy of Sciences,2018-02-26,10.1073/pnas.1716137115,Convergence of marine megafauna movement patterns in coastal and open oceans,journal-article,Sequeira,"A. M. M. Sequeira, J. P. Rodríguez, V. M. Eguíluz, R. Harcourt, M. Hindell, D. W. Sims, C. M. Duarte, D. P. Costa, J. Fernández-Gracia, L. C. Ferreira, G. C. Hays, M. R. Heupel, M. G. Meekan, A. Aven, F. Bailleul, A. M. M. Baylis, M. L. Berumen, C. D. Braun, J. Burns, M. J. Caley, R. Campbell, R. H. Carmichael, E. Clua, L. D. Einoder, Ari Friedlaender, M. E. Goebel, S. D. Goldsworthy, C. Guinet, J. Gunn, D. Hamer, N. Hammerschlag, M. Hammill, L. A. Hückstädt, N. E. Humphries, M.-A. Lea, A. Lowther, A. Mackay, E. McHuron, J. McKenzie, L. McLeay, C. R. McMahon, K. Mengersen, M. M. C. Muelbert, A. M. Pagano, B. Page, N. Queiroz, P. W. Robinson, S. A. Shaffer, M. Shivji, G. B. Skomal, S. R. Thorrold, S. Villegas-Amtmann, M. Weise, R. Wells, B. Wetherbee, A. Wiebkin, B. Wienecke, M. Thums"
Reviews in Fisheries Science,2004-09-27,10.1080/16226510390856510,The Effects of Biotelemetry Transmitter Presence and Attachment Procedures on Fish Physiology and Behavior,journal-article,Bridger,"C.J. Bridger, R.K. Booth"
The American Naturalist,2002-07-26,10.1086/284707,"Swarms of Predators Exhibit ""Preytaxis"" if Individual Predators Use Area-Restricted Search",journal-article,Kareiva,"Peter Kareiva, Garrett Odell"
The Quarterly Review of Biology,2004-03-01,10.1086/409470,Cost and Benefits of Lizard Thermoregulation,journal-article,Huey,"Raymond B. Huey, Montgomery Slatkin"
Physiological and Biochemical Zoology,2011-02-21,10.1086/658636,Assessing the Validity of the Accelerometry Technique for Estimating the Energy Expenditure of Diving Double-Crested Cormorants<i>Phalacrocorax auritus</i>,journal-article,Halsey,"L. G. Halsey, C. R. White, M. R. Enstipp, R. P. Wilson, P. J. Butler, G. R. Martin, D. Grémillet, D. R. Jones"
Physiological Zoology,2016-01-07,10.1086/physzool.64.5.30156237,From Hagfish to Tuna: A Perspective on Cardiac Function in Fish,journal-article,Farrell,Anthony P. Farrell
NA,2009-05-18,10.1093/acprof:oso/9780198570875.001.1,Thermal Adaptation,monograph,Angilletta Jr.,Michael J. Angilletta Jr.
Conservation Physiology,2017-07-25,10.1093/conphys/cox050,The influence of water temperature on sockeye salmon heart rate recovery following simulated fisheries interactions,journal-article,Prystay,"Tanya S. Prystay, Erika J. Eliason, Michael J. Lawrence, Melissa Dick, Jacob W. Brownscombe, David A. Patterson, Glenn T. Crossin, Scott G. Hinch, Steven J. Cooke"
Journal of The Royal Society Interface,2014-08-27,10.1098/rsif.2014.0679,Mesoscale fronts as foraging habitats: composite front mapping reveals oceanographic drivers of habitat use for a pelagic seabird,journal-article,Scales,"Kylie L. Scales, Peter I. Miller, Clare B. Embling, Simon N. Ingram, Enrico Pirotta, Stephen C. Votier"
Proceedings of the Royal Society B: Biological Sciences,2012-10-31,10.1098/rspb.2012.2114,The paradox of extreme high-altitude migration in bar-headed geese<i>Anser indicus</i>,journal-article,Hawkes,"L. A. Hawkes, S. Balachandran, N. Batbayar, P. J. Butler, B. Chua, D. C. Douglas, P. B. Frappell, Y. Hou, W. K. Milsom, S. H. Newman, D. J. Prosser, P. Sathiyaselvam, G. R. Scott, J. Y. Takekawa, T. Natsagdorj, M. Wikelski, M. J. Witt, B. Yan, C. M. Bishop"
Proceedings of the Royal Society B: Biological Sciences,2017-07-26,10.1098/rspb.2017.1068,Effects of age and reproductive status on individual foraging site fidelity in a long-lived marine predator,journal-article,Votier,"Stephen C. Votier, Annette L. Fayet, Stuart Bearhop, Thomas W. Bodey, Bethany L. Clark, James Grecian, Tim Guilford, Keith C. Hamer, Jana W. E. Jeglinski, Greg Morgan, Ewan Wakefield, Samantha C. Patrick"
"Philosophical Transactions of the Royal Society of London. B, Biological Sciences",2006-12-15,10.1098/rstb.1982.0158,"The flight of petrels and albatrosses (procellariiformes), observed in South Georgia and its vicinity",journal-article,,
Philosophical Transactions of the Royal Society B: Biological Sciences,2016-08-16,10.1098/rstb.2015.0395,Flap or soar? How a flight generalist responds to its aerial environment,journal-article,Shamoun-Baranes,"Judy Shamoun-Baranes, Willem Bouten, E. Emiel van Loon, Christiaan Meijer, C. J. Camphuysen"
Cold Spring Harbor Symposia on Quantitative Biology,2012-01-31,10.1101/sqb.1957.022.01.039,Concluding Remarks,journal-article,Hutchinson,G. E. Hutchinson
IEEE Computer Graphics and Applications,2006-07-11,10.1109/mcg.2006.93,Visualizing the underwater behavior of humpback whales,journal-article,Ware,"C. Ware, R. Arsenault, M. Plumlee, D. Wiley"
Functional Ecology,2018-02-21,10.1111/1365-2435.13074,Energetic fitness: Field metabolic rates assessed via 3D accelerometry complement conventional fitness metrics,journal-article,Grémillet,"David Grémillet, Amélie Lescroël, Grant Ballard, Katie M. Dugger, Melanie Massaro, Elizabeth L. Porzig, David G. Ainley"
Journal of Animal Ecology,2013-10-08,10.1111/1365-2656.12135,When and where does mortality occur in migratory birds? Direct evidence from long-term satellite tracking of raptors,journal-article,Klaassen,"Raymond H. G. Klaassen, Mikael Hake, Roine Strandberg, Ben J. Koks, Christiane Trierweiler, Klaus-Michael Exo, Franz Bairlein, Thomas Alerstam"
Methods in Ecology and Evolution,2014-03-05,10.1111/2041-210x.12172,50 years of bat tracking: device attachment and future directions,journal-article,O'Mara,"M. Teague O'Mara, Martin Wikelski, Dina K.N. Dechmann"
Methods in Ecology and Evolution,2019-04-03,10.1111/2041-210x.13172,A novel biomechanical approach for animal behaviour recognition using accelerometers,journal-article,Chakravarty,"Pritish Chakravarty, Gabriele Cozzi, Arpat Ozgul, Kamiar Aminian"
Methods in Ecology and Evolution,2019-06-19,10.1111/2041-210x.13216,Minimizing the impact of biologging devices: Using computational fluid dynamics for optimizing tag design and positioning,journal-article,Kay,"William P. Kay, David S. Naumann, Hannah J. Bowen, Simon J. Withers, Benjamin J. Evans, Rory P. Wilson, Thomas B. Stringell, James C. Bull, Phil W. Hopkins, Luca Börger"
Biological Reviews,2013-10-09,10.1111/brv.12065,Challenges and prospects in the telemetry of insects,journal-article,Daniel Kissling,"W. Daniel Kissling, David E. Pattemore, Melanie Hagen"
Ecography,2018-02-15,10.1111/ecog.03618,<b>Revisitation analysis uncovers spatio-temporal patterns in animal movement data</b>,journal-article,Bracis,"Chloe Bracis, Keith L. Bildstein, Thomas Mueller"
Ecology Letters,2013-12-19,10.1111/ele.12225,Of scales and stationarity in animal movements,journal-article,Benhamou,Simon Benhamou
Journal of Fish Biology,2005-04-01,10.1111/j.1095-8649.2000.tb00786.x,Non-invasive recording of heart rate and ventilation rate in rainbow trout during rest and swimming. Fish go wireless!,journal-article,Altimiras,"J. Altimiras, E. Larsen"
Journal of Animal Ecology,2005-07-22,10.1111/j.1365-2656.2005.00971.x,Habitat-specific normal and reverse diel vertical migration in the plankton-feeding basking shark,journal-article,SIMS,"DAVID W. SIMS, EMILY J. SOUTHALL, GERAINT A. TARLING, JULIAN D. METCALFE"
Journal of Animal Ecology,2008-04-28,10.1111/j.1365-2656.2008.01393.x,Cheetahs of the deep sea: deep foraging sprints in short-finned pilot whales off Tenerife (Canary Islands),journal-article,Aguilar Soto,"Natacha Aguilar Soto, Mark P. Johnson, Peter T. Madsen, Francisca Díaz, Iván Domínguez, Alberto Brito, Peter Tyack"
Journal of Animal Ecology,2010-08-20,10.1111/j.1365-2656.2010.01740.x,Carry-over effects as drivers of fitness differences in animals,journal-article,Harrison,"Xavier A. Harrison, Jonathan D. Blount, Richard Inger, D. Ryan Norris, Stuart Bearhop"
Ibis,2008-03-29,10.1111/j.1474-919x.2008.00805.x,"GPS tracking of the foraging movements of Manx Shearwaters Puffinus puffinus breeding on Skomer Island, Wales",journal-article,GUILFORD,"T. C. GUILFORD, J. MEADE, R. FREEMAN, D. BIRO, T. EVANS, F. BONADONNA, D. BOYLE, S. ROBERTS, C. M. PERRINS"
Journal of Field Ornithology,2009-05-27,10.1111/j.1557-9263.2009.00219.x,Recording raptor behavior on the wing via accelerometry,journal-article,Halsey,"Lewis G. Halsey, Steven J. Portugal, Jennifer. A. Smith, Campbell P. Murn, Rory P. Wilson"
Oikos,2013-08-27,10.1111/j.1600-0706.2013.00406.x,Individual differences in searching behaviour and spatial foraging consistency in a central place marine predator,journal-article,Patrick,"Samantha C. Patrick, Stuart Bearhop, David Grémillet, Amélie Lescroël, W. James Grecian, Thomas W. Bodey, Keith C. Hamer, Ewan Wakefield, Mélanie Le Nuz, Stephen C. Votier"
Journal of Fish Biology,2015-11-23,10.1111/jfb.12804,Recent advances in telemetry for estimating the energy metabolism of wild fishes,journal-article,Metcalfe,"J. D. Metcalfe, S. Wright, C. Tudorache, R. P. Wilson"
Science,2002-07-27,10.1126/science.1061967,Effects of Size and Temperature on Metabolic Rate,journal-article,Gillooly,"James F. Gillooly, James H. Brown, Geoffrey B. West, Van M. Savage, Eric L. Charnov"
Science,2010-05-13,10.1126/science.1184695,Erosion of Lizard Diversity by Climate Change and Altered Thermal Niches,journal-article,Sinervo,"Barry Sinervo, Fausto Méndez-de-la-Cruz, Donald B. Miles, Benoit Heulin, Elizabeth Bastiaans, Maricela Villagrán-Santa Cruz, Rafael Lara-Resendiz, Norberto Martínez-Méndez, Martha Lucía Calderón-Espinosa, Rubi Nelsi Meza-Lázaro, Héctor Gadsden, Luciano Javier Avila, Mariana Morando, Ignacio J. De la Riva, Pedro Victoriano Sepulveda, Carlos Frederico Duarte Rocha, Nora Ibargüengoytía, César Aguilar Puntriano, Manuel Massot, Virginie Lepetz, Tuula A. Oksanen, David G. Chapple, Aaron M. Bauer, William R. Branch, Jean Clobert, Jack W. Sites"
Science,2013-08-29,10.1126/science.1237139,Social Learning of Migratory Performance,journal-article,Mueller,"Thomas Mueller, Robert B. O’Hara, Sarah J. Converse, Richard P. Urbanek, William F. Fagan"
Canadian Journal of Zoology,2008-04-01,10.1139/z07-122,"Exposure to high temperature influences the behaviour, physiology, and survival of sockeye salmon during spawning migration",journal-article,Crossin,"G. T. Crossin, S. G. Hinch, S. J. Cooke, D. W. Welch, D. A. Patterson, S. R.M. Jones, A. G. Lotto, R. A. Leggatt, M. T. Mathes, J. M. Shrimpton, G. Van Der Kraak, A. P. Farrell"
Canadian Journal of Zoology,2009-06-12,10.1139/z09-032,"Limited behavioural thermoregulation by adult upriver-migrating sockeye salmon (Oncorhynchus nerka) in the Lower Fraser River, British Columbia",journal-article,Donaldson,"M. R. Donaldson, S. J. Cooke, D. A. Patterson, S. G. Hinch, D. Robichaud, K. C. Hanson, I. Olsson, G. T. Crossin, K. K. English, A. P. Farrell"
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",2009-07-30,10.1152/ajpregu.00247.2009,Extreme hypoxemic tolerance and blood oxygen depletion in diving elephant seals,journal-article,Meir,"Jessica U. Meir, Cory D. Champagne, Daniel P. Costa, Cassondra L. Williams, Paul J. Ponganis"
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",2004-01-31,10.1152/ajpregu.00593.2002,Nocturnal hypometabolism as an overwintering strategy of red deer (<i>Cervus elaphus</i>),journal-article,Arnold,"Walter Arnold, Thomas Ruf, Susanne Reimoser, Frieda Tataruch, Kurt Onderscheka, Franz Schober"
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",2008-09-04,10.1152/ajpregu.90461.2008,Circulatory limits to oxygen supply during an acute temperature increase in the Chinook salmon (<i>Oncorhynchus tshawytscha</i>),journal-article,Clark,"Timothy D. Clark, Erik Sandblom, Georgina K. Cox, Scott G. Hinch, Anthony P. Farrell"
BMC Physiology,2011-08-17,10.1186/1472-6793-11-13,Monitoring the wild black bear's reaction to human and environmental stressors,journal-article,Laske,"Timothy G Laske, David L Garshelis, Paul A Iaizzo"
Animal Biotelemetry,2013-05-01,10.1186/2050-3385-1-5,"Tracking animals in freshwater with electronic tags: past, present and future",journal-article,Cooke,"Steven J Cooke, Jonathan D Midwood, Jason D Thiem, Peter Klimley, Martyn C Lucas, Eva B Thorstad, John Eiler, Chris Holbrook, Brendan C Ebner"
Animal Biotelemetry,2015-10-08,10.1186/s40317-015-0077-0,Can accelerometry be used to distinguish between flight types in soaring birds?,journal-article,Williams,"H. J. Williams, E. L. C. Shepard, O. Duriez, S. A. Lambertucci"
NA,2018-02-25,10.1201/9781420010404,Generalized Additive Models,book,Wood,Simon N. Wood
"Marine Biology,Biology of Sharks and Their Relatives, Second Edition",2012-05-24,10.1201/b11867-12,Integrative Multisensor Tagging,book-chapter,Whitney,"Nicholas Whitney, Yannis Papastamatiou, Adrian Gleiss"
Journal of Experimental Biology,2003-04-07,10.1242/jeb.00341,Patterns of respiration in diving penguins: is the last gasp an inspired tactic?,journal-article,Wilson,"Rory P. Wilson, Alejandro Simeone, Guillermo Luna-Jorquera, Antje Steinfurth, Sue Jackson, Andreas Fahlman"
Journal of Experimental Biology,2003-08-25,10.1242/jeb.00583,Blubber and buoyancy: monitoring the body condition of free-ranging seals using simple dive characteristics,journal-article,Biuw,"Martin Biuw, Bernie McConnell, Corey J. A. Bradshaw, Harry Burton, Mike Fedak"
Journal of Experimental Biology,2005-04-26,10.1242/jeb.01553,Field metabolic rate and body size,journal-article,Nagy,Kenneth A. Nagy
Journal of Experimental Biology,2010-02-26,10.1242/jeb.037473,The physiology of climate change: how potentials for acclimatization and genetic adaptation will determine ‘winners’ and ‘losers’,journal-article,Somero,G. N. Somero
Journal of Experimental Biology,2010-10-29,10.1242/jeb.044057,"Measuring foraging activity in a deep-diving bird: comparing wiggles, oesophageal temperatures and beak-opening angles as proxies of feeding",journal-article,Hanuise,"Nicolas Hanuise, Charles-André Bost, William Huin, Arnaud Auber, Lewis G. Halsey, Yves Handrich"
Journal of Experimental Biology,2011-08-10,10.1242/jeb.055723,Stroke rates and diving air volumes of emperor penguins: implications for dive performance,journal-article,Sato,"Katsufumi Sato, Kozue Shiomi, Greg Marshall, Gerald L. Kooyman, Paul J. Ponganis"
Journal of Experimental Biology,2012-07-25,10.1242/jeb.069583,The dive response redefined: underwater behavior influences cardiac variability in freely diving dolphins,journal-article,Noren,"Shawn R. Noren, Traci Kendall, Veronica Cuccurullo, Terrie M. Williams"
Journal of Experimental Biology,2013-08-08,10.1242/jeb.085985,Insights from venous oxygen profiles: oxygen utilization and management in diving California sea lions,journal-article,McDonald,"Birgitte I. McDonald, Paul J. Ponganis"
Journal of Experimental Biology,2014-05-07,10.1242/jeb.088542,Variation in body condition during the post-moult foraging trip of southern elephant seals and its consequences on diving behaviour,journal-article,Richard,"Gaëtan Richard, Jade Vacquié-Garcia, Joffrey Jouma'a, Baptiste Picard, Alexandre Génin, John P. Y. Arnould, Frédéric Bailleul, Christophe Guinet"
Journal of Experimental Biology,2014-04-30,10.1242/jeb.098558,Deep-diving sea lions exhibit extreme bradycardia in long-duration dives,journal-article,McDonald,"Birgitte I. McDonald, Paul J. Ponganis"
Journal of Experimental Biology,2016-03-19,10.1242/jeb.136135,Using accelerometers to remotely and automatically characterize behavior in small animals,journal-article,Hammond,"Talisin T. Hammond, Dwight Springthorpe, Rachel E. Walsh, Taylor Berg-Kirkpatrick"
Journal of Experimental Biology,2016-07-06,10.1242/jeb.137513,The significance of respiration timing in the energetics estimates of free-ranging killer whales (<i>Orcinus orca</i>),journal-article,Roos,"Marjoleine M. H. Roos, Gi-Mick Wu, Patrick J. O. Miller"
Journal of Experimental Biology,2019-09-26,10.1242/jeb.204172,Scaling of swimming performance in baleen whales,journal-article,Gough,"William T. Gough, Paolo S. Segre, K. C. Bierlich, David E. Cade, Jean Potvin, Frank E. Fish, Julian Dale, Jacopo di Clemente, Ari S. Friedlaender, David W. Johnston, Shirel R. Kahane-Rapport, John Kennedy, John H. Long, Machiel Oudejans, Gwenith Penry, Matthew S. Savoca, Malene Simon, Simone K. A. Videsen, Fleur Visser, David N. Wiley, Jeremy A. Goldbogen"
PLoS ONE,2010-02-18,10.1371/journal.pone.0009324,Novel Acoustic Technology for Studying Free-Ranging Shark Social Behaviour by Recording Individuals' Interactions,journal-article,Guttridge,"Tristan L. Guttridge, Samuel H. Gruber, Jens Krause, David W. Sims"
PLoS ONE,2011-11-08,10.1371/journal.pone.0027375,Energy Beyond Food: Foraging Theory Informs Time Spent in Thermals by a Large Soaring Bird,journal-article,Shepard,"Emily L. C. Shepard, Sergio A. Lambertucci, Diego Vallmitjana, Rory P. Wilson"
PLoS ONE,2013-03-06,10.1371/journal.pone.0057376,A Bird’s Eye View of Discard Reforms: Bird-Borne Cameras Reveal Seabird/Fishery Interactions,journal-article,Votier,"Stephen C. Votier, Anthony Bicknell, Samantha L. Cox, Kylie L. Scales, Samantha C. Patrick"
PLoS ONE,2014-02-04,10.1371/journal.pone.0087269,"Personality, Foraging and Fitness Consequences in a Long Lived Seabird",journal-article,Patrick,"Samantha C. Patrick, Henri Weimerskirch"
PLOS ONE,2016-03-22,10.1371/journal.pone.0151984,Expectation-Maximization Binary Clustering for Behavioural Annotation,journal-article,Garriga,"Joan Garriga, John R. B. Palmer, Aitana Oltra, Frederic Bartumeus"
Transactions of the American Fisheries Society,2005-09-16,10.1577/t04-119.1,Migration Timing and River Survival of Late-Run Fraser River Sockeye Salmon Estimated Using Radiotelemetry Techniques,journal-article,English,"Karl K. English, William R. Koski, Cezary Sliwinski, Anita Blakley, Alan Cass, James C. Woodey"
The Condor,2015-12-13,10.1650/condor-15-66.1,Accelerometry reveals an impact of short-term tagging on seabird activity budgets,journal-article,Chivers,"Lorraine S. Chivers, Scott A. Hatch, Kyle Hamish Elliott"
Journal of Statistical Software,2017-12-06,10.18637/jss.v082.i13,<b>lmerTest</b> Package: Tests in Linear Mixed Effects Models,journal-article,Kuznetsova,"Alexandra Kuznetsova, Per B. Brockhoff, Rune H. B. Christensen"
Frontiers in Ecology and the Environment,2013-03-18,10.1890/120150,Lightweight unmanned aerial vehicles will revolutionize spatial ecology,journal-article,Anderson,"Karen Anderson, Kevin J Gaston"
Frontiers in Ecology and the Environment,2014-12-01,10.1890/140068,Wild state secrets: ultra-sensitive measurement of micro-movement can reveal internal processes in animals,journal-article,Wilson,"Rory P Wilson, Ed Grundy, Richard Massy, Joseph Soltis, Brenda Tysse, Mark Holton, Yuzhi Cai, Andy Parrott, Luke A Downey, Lama Qasem, Tariq Butt"
Wildlife Society Bulletin,2007-01-23,10.2193/0091-7648(2006)34[1314:aimtma]2.0.co;2,An Individual-Based Method to Measure Animal Activity Levels: A Test on Brown Bears,journal-article,GERVASI,"VINCENZO GERVASI, SVEN BRUNBERG, JON E. SWENSON"
Journal of Mammalogy,2006-07-27,10.2307/1374834,Territoriality and Home Range Concepts as Applied to Mammals,journal-article,Burt,William Henry Burt
Ecology,2006-05-09,10.2307/2265587,Effect of Wind on Field Metabolic Rates of Breeding Northern Fulmars,journal-article,Furness,"Robert W. Furness, David M. Bryant"
Marine Ecology Progress Series,2007-09-06,10.3354/meps094101,Diel dive depth in penguins in relation to diel Vertical migration of prey: whose dinner by candlelight?,journal-article,Wilson,"FtP Wilson, K Puetz, CA Bost, BM Culik, R Bannasch, T Reins, D Adelung"
Marine Ecology Progress Series,2012-01-31,10.3354/meps09618,Comparative analysis of methods for inferring successful foraging areas from Argos and GPS tracking data,journal-article,Dragon,"AC Dragon, A Bar-Hen, P Monestiez, C Guinet"
Marine Ecology Progress Series,2013-12-16,10.3354/meps10691,Tracking fitness in marine vertebrates: current knowledge and opportunities for future research,journal-article,Crossin,"GT Crossin, SJ Cooke, JA Goldbogen, RA Phillips"
Marine Ecology Progress Series,2007-08-10,10.3354/meps337255,Identifying leatherback turtle foraging behaviour from satellite telemetry using a switching state-space model,journal-article,Jonsen,"ID Jonsen, RA Myers, MC James"
Ecological Applications,2017-03-15,10.1002/eap.1533,Acoustic telemetry and fisheries management,journal-article,Crossin,"Glenn T. Crossin, Michelle R. Heupel, Christopher M. Holbrook, Nigel E. Hussey, Susan K. Lowerre-Barbieri, Vivian M. Nguyen, Graham D. Raby, Steven J. Cooke"
